date,raceNum,hName,jName,odds,fav,pastPos,last3,last5,last10,trifecta,
03/31/2018,6,Conquest Twister,Lezcano/Jose,40.25,0,2,2,3,5,0,
03/31/2018,6,Schivarelli,Carmouche/Kendrick,2.10,1,1,3,4,8,1,
03/31/2018,6,Getoffmyback,Davis/Dylan,8.80,0,2,2,2,3,0,
03/31/2018,6,Summer Bourbon,Franco/Manuel,7.30,0,1,2,4,5,1,
03/31/2018,7,Field of Courage,Reyes/Luis,23.10,0,1,0,1,1,1,
03/31/2018,7,Battle Midway,Lezcano/Jose,48.25,0,2,1,3,4,0,
03/31/2018,7,Harlan Punch,Davis/Dylan,0.70,1,2,1,2,3,0,
03/31/2018,7,Daddy D T,Alvarado/Junior,11.40,0,2,1,3,6,0,
03/31/2018,7,Eye Luv Lulu,Franco/Manuel,3.45,0,2,3,4,6,1,
03/31/2018,7,Tusk,Carmouche/Kendrick,9.80,0,2,3,5,8,0,
03/31/2018,7,Rockford,Lopez/Paco,13.50,0,2,2,3,6,0,
03/31/2018,7,Helooksthepart,Hernandez/Rafael,16.30,0,2,1,3,4,1,
03/31/2018,7,Nobody Move,McCarthy/Trevor,51.00,0,2,2,3,6,0,
03/31/2018,8,Madame Barbarian,Lezcano/Abel,67.75,0,2,3,4,5,0,
03/31/2018,8,Frostie Anne,Alvarado/Junior,1.60,1,2,1,2,6,1,
03/31/2018,8,Maddizaskar,Lopez/Paco,11.90,0,2,1,3,6,1,
03/31/2018,8,Spring for More,Carmouche/Kendrick,12.50,0,2,2,4,7,0,
03/31/2018,8,Patriotic Endeavor,Davis/Dylan,3.40,0,2,0,2,3,0,
03/31/2018,8,Untaken,Rocco/Jr./Joseph,13.30,0,2,1,1,3,0,
03/31/2018,8,Stay Fond,Arroyo/Angel,22.30,0,2,2,2,2,0,
03/31/2018,8,Isotope,Franco/Manuel,5.80,0,1,3,4,7,0,
03/31/2018,8,Cotton Candy Cutie,McCarthy/Trevor,5.30,0,2,1,2,5,1,
03/31/2018,9,Chilly Bon Bon,Lezcano/Abel,67.00,0,1,2,3,5,1,
03/31/2018,9,Praetereo,Brown/Dalton,53.00,0,0,0,0,1,0,
03/31/2018,9,Shadow Rider,Luzzi/Michael,9.00,0,1,1,1,1,0,
03/31/2018,9,Mister Hayes,Franco/Manuel,9.00,0,2,2,4,7,0,
03/31/2018,9,Monkey's Medal,Rocco/Jr./Joseph,79.50,0,1,0,1,2,0,
03/31/2018,9,War Eagle's Return,Bravo/Joe,4.10,0,2,3,4,7,0,
03/31/2018,9,Unbridled Daddy,Lopez/Paco,5.30,0,2,1,3,6,0,
03/31/2018,9,Marriage Fever,Arroyo/Angel,32.50,0,2,1,2,2,0,
03/31/2018,9,Jet Black,Hernandez/Rafael,36.00,0,0,2,3,5,0,
03/31/2018,9,Nominal Dollars,Reyes/Luis,29.50,0,2,1,2,2,0,
03/31/2018,9,Borsa Vento,McCarthy/Trevor,2.00,1,1,1,3,5,0,
03/31/2018,9,Karma Delight,Davis/Dylan,5.80,0,2,0,1,3,1,
03/31/2018,9,Pegasus Red,DeCarlo/Christopher,37.25,0,2,0,1,2,1,
03/31/2018,10,Wilshire Star,DeCarlo/Christopher,58.75,0,2,1,1,3,0,
03/31/2018,10,Bitumen,Garcia/Jomar,73.75,0,1,0,0,0,0,
03/31/2018,10,Very Very Stella,Davis/Dylan,0.60,1,2,1,1,4,0,
03/31/2018,10,Here's a Jetpack,Arroyo/Angel,6.50,0,2,0,2,2,1,
03/31/2018,10,Global Positioning,Lopez/Paco,8.00,0,2,1,2,5,0,
03/31/2018,10,Master Macduff,Franco/Manuel,34.50,0,2,1,3,6,0,
03/31/2018,10,Holding Aces,Simpson/Trevor,20.70,0,2,0,1,4,1,
03/31/2018,10,Mighty One,Falk/Jacqueline,98.75,0,2,0,0,0,0,
03/31/2018,10,Fortuitous Path,Reyes/Luis,5.40,0,2,1,1,2,0,
03/31/2018,10,Too Fast to Pass,Alvarado/Junior,13.80,0,2,2,2,6,1,
04/06/2018,1,Success,Ortiz/Jr./Irad,3.10,0,-1,0,1,3,1,
04/06/2018,1,Candygram,Franco/Manuel,0.85,1,2,0,2,6,1,
04/06/2018,1,Seethisquick,Lezcano/Abel,18.60,0,2,2,4,6,1,
04/06/2018,1,Never Nevermore,Alvarado/Junior,3.85,0,2,2,3,6,0,
04/06/2018,1,Hipp,McCarthy/Trevor,6.50,0,-1,1,2,5,0,
04/06/2018,1,High,Lezcano/Jose,32.75,0,-1,0,2,4,0,
04/06/2018,2,Two Down One to Go,Lezcano/Jose,4.20,0,1,0,1,3,1,
04/06/2018,2,Spring Emperor,Carmouche/Kendrick,2.75,0,0,1,3,6,1,
04/06/2018,2,Open Bar,Davis/Dylan,1.85,1,2,1,1,3,0,
04/06/2018,2,Callant,Diaz/Jr./Hector,5.00,0,2,1,1,2,1,
04/06/2018,2,Ring Necked,Lezcano/Abel,10.20,0,0,2,4,7,0,
04/06/2018,2,Blue Pigeon,Brown/Dalton,6.50,0,0,0,0,1,0,
04/06/2018,3,Whyamisolucky,Fragoso/Pablo,39.75,0,2,0,1,2,0,
04/06/2018,3,Hot Mesa,Franco/Manuel,4.50,0,2,1,2,6,0,
04/06/2018,3,Davka,Ortiz/Jr./Irad,4.70,0,1,1,1,4,0,
04/06/2018,3,Lutheran Rags,Davis/Dylan,7.10,0,2,1,1,3,1,
04/06/2018,3,Felix in Fabula,Carmouche/Kendrick,0.90,1,2,1,3,6,1,
04/06/2018,3,Binkster,McCarthy/Trevor,8.60,0,2,1,1,4,0,
04/06/2018,3,Infield Is In,Lezcano/Abel,14.30,0,1,2,3,6,1,
04/06/2018,4,Watch Your Six,Bravo/Joe,58.75,0,0,2,4,6,0,
04/06/2018,4,Jumby Bay,Alvarado/Junior,3.45,0,1,2,3,6,1,
04/06/2018,4,Kasuga,Lezcano/Jose,4.00,0,2,1,1,4,0,
04/06/2018,4,Madame Dubois (SAF),McCarthy/Trevor,16.50,0,2,0,1,4,0,
04/06/2018,4,Annie Rocks,Fragoso/Pablo,15.80,0,0,0,0,1,0,
04/06/2018,4,Abbreviate,Franco/Manuel,3.95,0,1,1,1,5,1,
04/06/2018,4,Epping Forest,Ortiz/Jr./Irad,1.45,1,2,1,1,4,0,
04/06/2018,4,Touch of Bling,Carmouche/Kendrick,29.50,0,2,2,3,7,1,
04/06/2018,5,Facade,Davis/Dylan,36.50,0,0,1,2,4,0,
04/06/2018,5,Celtic Scout,Franco/Manuel,26.75,0,2,2,2,6,0,
04/06/2018,5,Honor and Pleasure,Carmouche/Kendrick,23.50,0,0,3,3,8,0,
04/06/2018,5,Quai Voltaire,Fragoso/Pablo,68.00,0,0,0,0,1,0,
04/06/2018,5,Luzinski,Mendez/Kevin,27.00,0,2,1,2,4,1,
04/06/2018,5,Pretentious,Alvarado/Junior,2.50,0,2,2,3,6,1,
04/06/2018,5,Distorted Admiral,Ortiz/Jr./Irad,1.90,1,0,1,1,3,0,
04/06/2018,5,Polar City,Lopez/Paco,2.50,0,1,1,1,5,1,
04/06/2018,5,Side Tracks,Arroyo/Angel,6.90,0,0,1,2,3,0,
04/06/2018,6,Flying Pleasantly,Simpson/Trevor,7.70,0,1,1,2,5,0,
04/06/2018,6,Neon,Ortiz/Jr./Irad,0.80,1,1,0,1,2,1,
04/06/2018,6,Sassy Humor,Reyes/Luis,89.75,0,2,1,1,2,0,
04/06/2018,6,Catania Rose,Mendez/Kevin,35.50,0,1,1,3,5,0,
04/06/2018,6,You Promise,Lezcano/Abel,8.20,0,1,2,3,7,0,
04/06/2018,6,Princess Mikayah,Robles/Jorge,11.30,0,1,0,0,0,0,
04/06/2018,6,Mahvelous Marie,Diaz/Jr./Hector,23.00,0,0,1,2,2,1,
04/06/2018,6,Buy for Less,Davis/Dylan,2.80,0,1,1,2,3,1,
04/06/2018,7,Rock Ave. Road,Diaz/Jr./Hector,5.20,0,2,2,3,3,0,
04/06/2018,7,Carry Your Heels,Davis/Dylan,7.40,0,2,2,2,3,0,
04/06/2018,7,Awsum Roar,Ortiz/Jr./Irad,0.55,1,0,1,2,3,1,
04/06/2018,7,Puparee,Mendez/Kevin,10.00,0,1,1,2,4,1,
04/06/2018,7,Ribbonite,Davis/Jacqueline,14.40,0,2,1,1,1,0,
04/06/2018,7,Head Shrinker,Luzzi/Michael,44.75,0,1,0,1,1,0,
04/06/2018,7,Cats Halo,Franco/Manuel,21.80,0,0,1,2,5,0,
04/06/2018,7,Purrageous Dyna,Bravo/Joe,19.40,0,2,1,3,5,1,
04/06/2018,8,Divine Miss Grey,Carmouche/Kendrick,1.05,1,2,2,3,7,1,
04/06/2018,8,Anydayismyday,DeCarlo/Christopher,76.50,0,1,1,1,3,0,
04/06/2018,8,Torrent,Lezcano/Jose,13.10,0,2,1,1,4,0,
04/06/2018,8,Berned,Lynch/Feargal,9.20,0,2,0,0,0,0,
04/06/2018,8,Picco Uno,Franco/Manuel,22.70,0,2,1,2,4,0,
04/06/2018,8,Holiday Disguise,Ortiz/Jr./Irad,4.10,0,2,2,2,3,1,
04/06/2018,8,DQ-Sounds Delicious,Alvarado/Junior,2.35,0,2,2,4,6,1,
04/06/2018,9,Nucks,Davis/Dylan,21.50,0,0,1,2,3,0,
04/06/2018,9,Playboy Johnny,Rodriguez/Castro/Luis,10.80,0,0,0,1,2,0,
04/06/2018,9,Mr. Skittles,Brown/Dalton,67.25,0,0,0,0,1,0,
04/06/2018,9,Scrutinize,Kay/Winston,26.50,0,0,0,0,1,0,
04/06/2018,9,Can'tweallgetalong,Rose/Jeremy,2.85,0,2,1,1,1,0,
04/06/2018,9,Miracolo,Ortiz/Jr./Irad,5.30,0,0,3,3,4,0,
04/06/2018,9,Susans Funnybone,Lezcano/Jose,2.05,1,1,1,1,4,1,
04/06/2018,9,Guy American Dream,Mendez/Kevin,7.50,0,0,2,2,5,1,
04/06/2018,9,Gold Cross,Alvarado/Junior,6.70,0,0,3,4,6,1,
04/06/2018,9,Decadence,Lezcano/Abel,44.00,0,-1,1,3,6,0,
04/07/2018,1,Slam Chowder,McCarthy/Trevor,8.20,0,2,0,1,3,0,
04/07/2018,1,Special Dividend,Franco/Manuel,1.50,1,2,0,1,3,1,
04/07/2018,1,Exchanging Secrets,Arroyo/Angel,3.00,0,2,1,1,3,0,
04/07/2018,1,Quanique,Lezcano/Abel,50.50,0,0,1,2,6,1,
04/07/2018,1,Bon Heir,Lopez/Paco,4.60,0,1,1,2,5,0,
04/07/2018,1,Soxy Ruby,Carmouche/Kendrick,3.05,0,2,2,4,7,1,
04/07/2018,2,Gravitating,Velazquez/John,2.90,0,2,0,1,4,0,
04/07/2018,2,Reign Charger,DeCarlo/Christopher,110.25,0,1,1,1,3,0,
04/07/2018,2,Freeze the Account,Brown/Dalton,62.75,0,1,0,0,1,0,
04/07/2018,2,High,McCarthy/Trevor,11.90,0,-1,0,0,3,0,
04/07/2018,2,Azzedine (FR),Franco/Manuel,3.20,0,2,1,2,3,1,
04/07/2018,2,Clear N Convincing,Bravo/Joe,1.60,1,2,1,3,5,0,
04/07/2018,2,Mathematician,Prat/Flavien,6.30,0,2,0,0,0,1,
04/07/2018,2,County Court,Davis/Dylan,10.90,0,0,1,2,3,1,
04/07/2018,3,Final Chapter,Franco/Manuel,11.10,0,1,2,2,4,0,
04/07/2018,3,Brimstone,McCarthy/Trevor,3.05,0,0,0,0,2,1,
04/07/2018,3,Saratoga Heater,Alvarado/Junior,6.50,0,0,3,4,7,1,
04/07/2018,3,Toohottoevenspeak,Arroyo/Angel,6.80,0,2,1,1,3,0,
04/07/2018,3,Bear Clause,Mendez/Kevin,42.75,0,1,2,3,5,0,
04/07/2018,3,Rossie Val,Davis/Dylan,4.60,0,2,1,2,4,0,
04/07/2018,3,Bass River Road,Navarro/Kevin,2.75,1,0,0,0,0,1,
04/07/2018,3,Pegasus Red,Lopez/Paco,6.30,0,2,1,2,5,0,
04/07/2018,4,Chilly Bon Bon,Lezcano/Abel,30.75,0,2,1,2,6,0,
04/07/2018,4,Toga Challenger,McCarthy/Trevor,6.90,0,1,1,1,2,0,
04/07/2018,4,Adulator,Velazquez/John,4.20,0,2,0,0,4,1,
04/07/2018,4,All Star Red,Franco/Manuel,3.90,0,1,2,2,4,0,
04/07/2018,4,Morning Buzz,Alvarado/Junior,1.20,1,2,3,5,8,1,
04/07/2018,4,Milo Milo (ARG),Reyes/Luis,48.25,0,2,0,1,2,0,
04/07/2018,4,Full Salute,Carmouche/Kendrick,4.60,0,2,2,4,7,1,
04/07/2018,5,Ribbon,Carmouche/Kendrick,29.25,0,-1,3,4,7,0,
04/07/2018,5,the Goal,Arroyo/Angel,17.40,0,-1,0,1,3,0,
04/07/2018,5,Queenofeverything,Davis/Dylan,12.70,0,0,1,2,4,1,
04/07/2018,5,Lady Vicki,Velazquez/John,4.90,0,0,1,1,4,0,
04/07/2018,5,Justice,Alvarado/Junior,1.10,1,-1,3,5,8,0,
04/07/2018,5,Caitriona,Bravo/Joe,9.50,0,2,1,2,5,0,
04/07/2018,5,Spa Treatment,McCarthy/Trevor,1.10,1,2,1,1,2,1,
04/07/2018,5,March Two Madness,Lopez/Paco,11.60,0,2,1,1,4,1,
04/07/2018,5,La La,Franco/Manuel,3.55,0,-1,1,2,4,0,
04/07/2018,6,Mo Shopping,Velazquez/John,5.30,0,2,1,1,4,0,
04/07/2018,6,Sara Street,Davis/Dylan,5.60,0,2,2,2,4,1,
04/07/2018,6,My Miss Lilly,Bravo/Joe,2.95,0,2,1,1,5,1,
04/07/2018,6,Midnight Disguise,McCarthy/Trevor,1.70,1,2,2,2,3,0,
04/07/2018,6,Virginia Key,Prat/Flavien,20.90,0,2,1,1,1,1,
04/07/2018,6,Smokinpaddylassie,Bisono/John,3.50,0,2,1,2,2,0,
04/07/2018,7,Admiral Blue,Alvarado/Junior,22.00,0,1,2,4,8,0,
04/07/2018,7,Backsideofthemoon,McCarthy/Trevor,9.70,0,2,1,2,2,0,
04/07/2018,7,Discreet Lover,Franco/Manuel,7.80,0,2,0,2,3,1,
04/07/2018,7,Wild About Deb,Velazquez/John,5.40,0,2,1,1,3,0,
04/07/2018,7,Control Group,Carmouche/Kendrick,2.25,1,2,2,3,6,0,
04/07/2018,7,Harlan Punch,Davis/Dylan,3.35,0,1,2,3,5,1,
04/07/2018,7,Zanotti,Lopez/Paco,2.95,0,2,1,2,4,1,
04/07/2018,8,Do Share,Alvarado/Junior,7.30,0,2,1,3,7,0,
04/07/2018,8,Green Gratto,DeCarlo/Christopher,56.50,0,0,0,1,2,0,
04/07/2018,8,Army Mule,Bravo/Joe,2.10,0,2,1,2,6,1,
04/07/2018,8,Favorable Outcome,Carmouche/Kendrick,10.90,0,0,1,3,6,0,
04/07/2018,8,Red Dragon Tattoo,Lopez/Paco,52.00,0,2,2,3,4,0,
04/07/2018,8,Great Stuff,Davis/Dylan,13.00,0,2,3,4,6,1,
04/07/2018,8,Awesome Slew,Velazquez/John,1.80,1,2,0,1,2,1,
04/07/2018,8,Skyler's Scramjet,McCarthy/Trevor,5.20,0,2,1,2,2,0,
04/07/2018,8,Fellowship,Rose/Jeremy,119.25,0,1,1,1,1,0,
04/07/2018,8,Petrov,Franco/Manuel,30.00,0,2,1,2,4,0,
04/07/2018,8,Spartiatis,Lezcano/Abel,106.50,0,0,1,2,5,0,
04/07/2018,9,A Different Style,Carmouche/Kendrick,12.00,0,2,0,2,6,0,
04/07/2018,9,I'm an Ocala Dude,McCarthy/Trevor,30.75,0,2,0,1,2,0,
04/07/2018,9,Aqua Bel Sar,Arroyo/Angel,24.50,0,2,0,1,3,0,
04/07/2018,9,Engage,Velazquez/John,1.20,1,2,1,2,2,1,
04/07/2018,9,Justaholic,Ferrer/Jose,9.50,0,2,0,0,0,0,
04/07/2018,9,Aveenu Malcainu,Franco/Manuel,8.70,0,2,1,1,3,1,
04/07/2018,9,National Flag,Prat/Flavien,1.45,0,2,2,2,2,1,
04/07/2018,10,Enticed,Alvarado/Junior,1.25,1,2,0,2,6,1,
04/07/2018,10,Catch Twenty Two,Reyes/Luis,129.00,0,0,0,1,2,0,
04/07/2018,10,Restoring Hope,Prat/Flavien,3.75,0,2,3,3,3,1,
04/07/2018,10,Heartfullofstars,Davis/Dylan,46.75,0,2,3,4,6,0,
04/07/2018,10,King Zachary,Albarado/Robby,9.70,0,2,3,3,3,0,
04/07/2018,10,Old Time Revival,Rose/Jeremy,8.80,0,2,0,1,1,0,
04/07/2018,10,Evaluator,Carmouche/Kendrick,39.50,0,2,0,1,5,0,
04/07/2018,10,Firenze Fire,Franco/Manuel,8.60,0,1,2,2,4,0,
04/07/2018,10,Vino Rosso,Velazquez/John,4.20,0,1,2,2,3,1,
04/07/2018,11,Buddy's Tiz,Davis/Dylan,8.20,0,1,2,4,6,1,
04/07/2018,11,Clever Soul,Arroyo/Angel,48.50,0,1,0,0,2,0,
04/07/2018,11,Praetereo,Brown/Dalton,52.00,0,0,0,0,1,0,
04/07/2018,11,Nigel's Destiny,Bravo/Joe,2.10,0,2,2,3,6,0,
04/07/2018,11,Lucky Ramsey,Carmouche/Kendrick,1.90,1,2,0,0,4,1,
04/07/2018,11,Adventist,Lopez/Paco,8.50,0,0,2,2,4,0,
04/07/2018,11,Strut N Stomp,McCarthy/Trevor,6.80,0,1,0,1,2,1,
04/07/2018,11,Nile Prince,Lezcano/Abel,7.10,0,0,1,1,4,0,
04/07/2018,11,Snake Oil Charlie,Reyes/Luis,38.75,0,0,0,0,2,0,
04/08/2018,1,Ed's Quick Cat,Simpson/Trevor,18.40,0,2,1,1,4,0,
04/08/2018,1,The Chamo,Lopez/Paco,6.30,0,2,1,2,4,1,
04/08/2018,1,Operator,Alvarado/Junior,3.30,0,0,1,2,7,1,
04/08/2018,1,Strong Side,Lezcano/Jose,0.30,1,2,1,2,4,1,
04/08/2018,1,Latin Love Bug,Luzzi/Michael,35.00,0,1,0,1,1,0,
04/08/2018,2,Caoimhe,McCarthy/Trevor,9.70,0,2,1,1,3,0,
04/08/2018,2,Our Whim,Lopez/Paco,3.95,0,2,1,3,4,1,
04/08/2018,2,Jacqueline D,Ortiz/Jr./Irad,1.50,1,1,2,3,4,0,
04/08/2018,2,Rahy's Bandit,Diaz/Jr./Hector,84.75,0,0,2,2,3,0,
04/08/2018,2,Tough Old Bird,Davis/Dylan,12.30,0,0,2,4,6,1,
04/08/2018,2,Gia Michael,Fragoso/Pablo,3.80,0,2,0,0,1,1,
04/08/2018,2,Desirous,Carmouche/Kendrick,3.90,0,0,1,1,4,0,
04/08/2018,3,Picture Day,Arroyo/Angel,10.00,0,2,0,0,1,1,
04/08/2018,3,Wilburnmoney,Davis/Dylan,13.40,0,0,2,4,7,1,
04/08/2018,3,Royal Inheritance,Franco/Manuel,5.80,0,1,1,2,4,0,
04/08/2018,3,No Need to Appeal,Ortiz/Jr./Irad,1.95,0,2,1,3,4,0,
04/08/2018,3,Startwithsilver,Alvarado/Junior,0.80,1,2,2,2,7,1,
04/08/2018,4,Atlantic Force,Alvarado/Junior,1.65,1,1,3,3,7,0,
04/08/2018,4,Source Control,Ortiz/Jr./Irad,4.50,0,0,0,2,4,1,
04/08/2018,4,Love Your Buttons,Franco/Manuel,4.60,0,2,1,2,4,1,
04/08/2018,4,Alexander David,Lopez/Paco,11.30,0,0,2,3,5,0,
04/08/2018,4,Daring Destiny,McCarthy/Trevor,4.20,0,2,1,1,3,0,
04/08/2018,4,Best Buddy,Falk/Jacqueline,68.25,0,0,0,0,0,0,
04/08/2018,4,No Regrets,Carmouche/Kendrick,8.90,0,0,1,1,4,1,
04/08/2018,4,Beyond Honor,Lezcano/Jose,12.50,0,1,2,3,4,0,
04/08/2018,5,Seattle Frost,McCarthy/Trevor,66.25,0,0,1,1,3,0,
04/08/2018,5,Straw Hat,Lopez/Paco,4.00,0,2,2,2,5,0,
04/08/2018,5,Wild Witch,Carmouche/Kendrick,9.10,0,0,2,2,4,1,
04/08/2018,5,Khaleesi,Fragoso/Pablo,8.70,0,-1,1,1,2,1,
04/08/2018,5,Sister Sparrow,Franco/Manuel,3.70,0,0,1,2,4,0,
04/08/2018,5,Frau Blucher,Ortiz/Jr./Irad,1.35,1,0,1,2,4,1,
04/08/2018,5,Power,Arroyo/Angel,7.80,0,-1,1,1,2,0,
04/08/2018,5,Mommy,DeCarlo/Christopher,28.25,0,1,0,1,2,0,
04/08/2018,6,Eighth Commandment,Ortiz/Jr./Irad,7.20,0,1,2,2,5,0,
04/08/2018,6,Vortex Road,McCarthy/Trevor,3.35,0,2,0,1,2,1,
04/08/2018,6,Grandpa's Arianna,Franco/Manuel,5.40,0,1,1,2,3,0,
04/08/2018,6,Hardly Mate,Carmouche/Kendrick,2.65,1,1,2,3,4,1,
04/08/2018,6,Beyond Discreet,Lezcano/Jose,28.25,0,1,2,2,3,0,
04/08/2018,6,Tiz R Bella,Davis/Dylan,2.95,0,0,3,4,8,0,
04/08/2018,6,Zenbennie,Reyes/Luis,6.80,0,0,0,0,1,1,
04/08/2018,7,Getoffmyback,McCarthy/Trevor,4.60,0,0,1,2,3,1,
04/08/2018,7,Holding Aces,Simpson/Trevor,2.70,0,2,1,1,3,1,
04/08/2018,7,Grassady,Carmouche/Kendrick,26.75,0,0,3,4,4,0,
04/08/2018,7,Going Strong,DeCarlo/Christopher,12.70,0,0,0,0,1,0,
04/08/2018,7,Buddy Anthony,Lezcano/Jose,8.90,0,0,1,2,3,0,
04/08/2018,7,Cause for Surprise,Franco/Manuel,5.10,0,0,1,1,3,1,
04/08/2018,7,Major League,Ortiz/Jr./Irad,1.85,1,0,2,2,5,0,
04/08/2018,7,Fratello Del Nord,Reyes/Luis,35.75,0,1,1,1,2,0,
04/08/2018,8,Conquest Panthera,Davis/Dylan,11.40,0,2,2,3,7,0,
04/08/2018,8,Bolting,McCarthy/Trevor,63.50,0,0,2,2,3,0,
04/08/2018,8,Secretary At War,Alvarado/Junior,15.80,0,2,2,3,6,0,
04/08/2018,8,Great Wide Open (IRE),Cannon/Declan,30.50,0,2,0,0,0,0,
04/08/2018,8,Mo Town,Velazquez/John,0.85,1,2,3,3,4,1,
04/08/2018,8,Projected (GB),Ortiz/Jr./Irad,3.00,0,2,1,2,5,1,
04/08/2018,8,Hit It Once More,Lezcano/Jose,48.25,0,2,0,2,3,0,
04/08/2018,8,Fire Away,Franco/Manuel,6.10,0,2,1,2,4,1,
04/08/2018,8,Macagone,Carmouche/Kendrick,14.50,0,0,2,3,4,0,
04/08/2018,9,Jurere,Franco/Manuel,1.75,1,2,2,3,5,0,
04/08/2018,9,Princess Rashelle,Simpson/Trevor,21.80,0,0,1,2,4,0,
04/08/2018,9,Consubstantial,Rose/Jeremy,6.30,0,1,0,1,1,1,
04/08/2018,9,Warrior,Alvarado/Junior,2.60,0,-1,1,3,5,1,
04/08/2018,9,Hot Possebility,Davis/Dylan,14.80,0,1,1,3,7,0,
04/08/2018,9,All Out,Ortiz/Jr./Irad,2.15,0,-1,1,3,5,1,
04/11/2018,1,Dublin Leprechaun,Worrie/Andre,23.20,0,2,0,0,1,0,
04/11/2018,1,Rolls On,Davis/Dylan,24.50,0,-1,0,2,6,1,
04/11/2018,1,Full of Hope,Franco/Manuel,1.20,0,2,2,2,4,0,
04/11/2018,1,Pirate's Treasure,Arroyo/Angel,0.70,1,1,1,1,2,1,
04/11/2018,1,Carthon,Rodriguez/Castro/Luis,11.60,0,1,0,1,2,1,
04/11/2018,2,Caniform,Simpson/Trevor,12.30,0,1,1,2,3,0,
04/11/2018,2,Chosen One Elijah,Lezcano/Abel,68.00,0,0,0,1,4,0,
04/11/2018,2,No Hiding Place,Arroyo/Angel,6.40,0,0,2,2,3,1,
04/11/2018,2,Dr Luber's Kiss,McCarthy/Trevor,7.80,0,1,2,2,3,1,
04/11/2018,2,Afleet Martini,Ortiz/Jr./Irad,1.85,1,0,2,3,5,1,
04/11/2018,2,The Great Samurai,Rodriguez/Castro/Luis,3.45,0,0,1,1,3,0,
04/11/2018,2,Casigordo,Davis/Dylan,2.55,0,2,1,2,6,0,
04/11/2018,3,Gorgeous Charli,Lopez/Paco,5.80,0,2,1,2,4,0,
04/11/2018,3,Killybegs Captain,Arroyo/Angel,8.40,0,2,2,3,3,1,
04/11/2018,3,Forge,Ortiz/Jr./Irad,0.40,1,2,3,3,5,1,
04/11/2018,3,Lunar Beauty,Carmouche/Kendrick,10.10,0,2,1,3,4,0,
04/11/2018,3,Rectify,Franco/Manuel,0.40,1,1,1,2,4,0,
04/11/2018,3,Jewel Can Disco,Davis/Dylan,5.50,0,2,1,1,5,1,
04/11/2018,4,Lucky Town,Ortiz/Jr./Irad,5.30,0,2,3,4,6,0,
04/11/2018,4,Fillet of Sole,Velazquez/John,6.30,0,2,3,4,5,0,
04/11/2018,4,Special Story,Lezcano/Jose,62.75,0,1,0,1,3,0,
04/11/2018,4,Fleet Irish,Bravo/Joe,6.90,0,1,2,2,5,0,
04/11/2018,4,Benevolence,McCarthy/Trevor,0.90,1,2,2,3,4,1,
04/11/2018,4,E J's Legacy,Davis/Dylan,25.75,0,0,2,2,5,0,
04/11/2018,4,Hembree,Franco/Manuel,0.90,1,2,0,2,3,1,
04/11/2018,4,Benefactor,Carmouche/Kendrick,4.20,0,1,0,2,4,1,
04/11/2018,5,Ragtime Suzy,Bravo/Joe,13.60,0,2,1,2,4,0,
04/11/2018,5,Charlonique,Arroyo/Angel,79.25,0,-1,3,4,4,0,
04/11/2018,5,Paddydunalot,Lopez/Paco,53.00,0,-1,0,2,4,1,
04/11/2018,5,Honored Promise,Velazquez/John,3.75,0,1,2,4,5,1,
04/11/2018,5,We Are Family,Franco/Manuel,9.80,0,0,1,2,4,0,
04/11/2018,5,Tapin Through Life,Lezcano/Jose,3.55,0,1,0,0,3,0,
04/11/2018,5,Tanzania Road,Davis/Dylan,8.20,0,2,1,2,5,0,
04/11/2018,5,No Deal,Castellano/Javier,4.50,0,1,3,5,7,0,
04/11/2018,5,Misericordia (GB),McCarthy/Trevor,2.55,1,0,2,4,5,1,
04/11/2018,6,Summer Punch,Arroyo/Angel,2.35,0,2,2,3,4,0,
04/11/2018,6,Regal Dame,Carmouche/Kendrick,4.50,0,0,1,2,5,0,
04/11/2018,6,Talkn Til Midnight,Ortiz/Jr./Irad,1.60,1,2,2,4,6,1,
04/11/2018,6,Questeq,Rodriguez/Castro/Luis,8.10,0,2,1,1,3,0,
04/11/2018,6,Hug the Rail,Lezcano/Abel,70.75,0,1,0,1,3,0,
04/11/2018,6,Emiliana's Hope,Franco/Manuel,12.10,0,0,1,1,4,1,
04/11/2018,6,Giant Ending,Davis/Dylan,52.00,0,2,1,2,4,0,
04/11/2018,6,Miss Jen,Lezcano/Jose,7.80,0,0,0,0,2,1,
04/11/2018,7,True Giant,Ortiz/Jr./Irad,5.20,0,-1,2,4,7,1,
04/11/2018,7,Nolineonthehorizon,Carmouche/Kendrick,43.50,0,-1,1,1,5,0,
04/11/2018,7,Goes Jose,McCarthy/Trevor,16.70,0,-1,3,4,6,0,
04/11/2018,7,Ready to Escape,Bravo/Joe,1.65,1,2,0,2,3,1,
04/11/2018,7,McCoy,Franco/Manuel,5.50,0,-1,2,2,4,0,
04/11/2018,7,Ferrad's Party,Worrie/Andre,7.80,0,1,0,0,1,0,
04/11/2018,7,Surface Strike,Alvarado/Junior,3.30,0,0,1,3,5,1,
04/11/2018,7,Everyonelovesjames,Lezcano/Jose,11.00,0,-1,1,1,3,0,
04/11/2018,8,Funtastic,Ortiz/Jr./Irad,1.60,1,2,2,4,7,1,
04/11/2018,8,Voodoo Song,Lezcano/Jose,1.95,0,1,1,1,3,0,
04/11/2018,8,Cerise's Prince,McCarthy/Trevor,21.90,0,0,2,3,5,1,
