date,raceNum,hName,jName,odds,fav,pastPos,last3,last5,last10,trifecta,
04/06/2017,9,Ocean Conquest,Simpson/Trevor,71.25,0,0,1,1,1,0,
04/06/2017,9,She Is My Hero,Montanez/Rosario,53.25,0,0,0,0,3,0,
04/07/2017,1,Quasney's Angel,Diaz/Jr./Hector,42.75,0,0,2,2,5,0,
04/07/2017,1,Storm Petrel,Franco/Manuel,2.80,0,2,0,0,2,1,
04/07/2017,1,Hold On Momma,Arroyo/Angel,1.50,0,2,1,2,2,1,
04/07/2017,1,Madam Aamoura,Ortiz/Jr./Irad,1.40,1,2,1,3,7,1,
04/07/2017,1,Arch Or Nothing,Maragh/Rajiv,9.40,0,1,1,2,5,0,
04/07/2017,2,Spooked Out,Ortiz/Jr./Irad,2.80,0,1,2,3,8,1,
04/07/2017,2,Celtic Chaos,Cancel/Eric,1.10,1,2,1,2,5,1,
04/07/2017,2,True Bet,Acosta/J.,6.40,0,2,2,3,4,1,
04/07/2017,2,Riff Raff,Maragh/Rajiv,16.90,0,1,1,1,5,0,
04/07/2017,2,Samadi Sky,Carmouche/Kendrick,2.65,0,2,1,2,4,0,
04/07/2017,3,Northern Screamer,Ortiz/Jr./Irad,3.45,0,0,3,3,8,1,
04/07/2017,3,Can Can Babe,Fragoso/Pablo,5.40,0,2,1,1,4,0,
04/07/2017,3,Ducasa,Franco/Manuel,5.70,0,2,1,1,2,0,
04/07/2017,3,Stroke Play,Velasquez/Cornelio,1.55,1,1,1,3,6,1,
04/07/2017,3,My Won Love,Cancel/Eric,8.10,0,1,2,3,6,1,
04/07/2017,3,Kate Is a Ten,Davis/Dylan,5.90,0,2,1,2,4,0,
04/07/2017,3,Lil Renegade,Acosta/J.,48.25,0,1,2,3,5,0,
04/07/2017,4,H Man,Arroyo/Angel,4.90,0,2,1,3,3,1,
04/07/2017,4,Chosen One Elijah,Mendez/Kevin,41.25,0,2,1,1,4,0,
04/07/2017,4,Readyheartandsoul,Davis/Dylan,12.00,0,2,0,2,3,0,
04/07/2017,4,Curious Cal,Carmouche/Kendrick,0.55,1,2,1,2,4,1,
04/07/2017,4,Pegasus Red,Ortiz/Jr./Irad,6.50,0,2,3,4,8,0,
04/07/2017,4,Taoiseach,Franco/Manuel,5.10,0,2,1,1,2,1,
04/07/2017,5,Loyal Heart,Mendez/Kevin,4.60,0,2,1,1,3,1,
04/07/2017,5,Midnight Bounty,Davis/Dylan,5.60,0,2,0,1,2,1,
04/07/2017,5,Perina's Pride,Brown/Dalton,15.70,0,2,2,2,3,0,
04/07/2017,5,Abounding Spirit,DeCarlo/Christopher,1.80,0,2,2,1,1,1,
04/07/2017,5,Glotona Again,Kay/Winston,12.80,0,1,0,0,0,0,
04/07/2017,5,Mastic,Maragh/Rajiv,1.75,1,2,1,1,4,0,
04/07/2017,5,Spa Town Parade,Reyes/Luis,53.25,0,1,2,2,2,0,
04/07/2017,6,Mighty One,Reyes/Luis,40.25,0,0,2,2,2,0,
04/07/2017,6,Banner Bill,Velasquez/Cornelio,3.90,0,1,1,3,6,1,
04/07/2017,6,Metaurus,Maragh/Rajiv,8.80,0,0,0,1,3,0,
04/07/2017,6,Are We Not Men,Ortiz/Jr./Irad,1.10,1,2,2,4,7,1,
04/07/2017,6,To the Victor,Arroyo/Angel,6.40,0,2,2,3,4,1,
04/07/2017,6,The Catmancan,Alvarado/Junior,2.90,0,1,2,2,6,0,
04/07/2017,7,Into the Breach,Franco/Manuel,5.00,0,2,2,2,2,1,
04/07/2017,7,Donwell,Maragh/Rajiv,3.20,0,2,0,1,3,1,
04/07/2017,7,Seat of Honor,Velasquez/Cornelio,6.30,0,2,2,3,6,0,
04/07/2017,7,Your Secret's Safe,Ortiz/Jr./Irad,2.40,1,2,2,4,7,1,
04/07/2017,7,California Swing,Carmouche/Kendrick,2.60,0,2,2,2,5,0,
04/07/2017,7,Spring On Curlin,Cancel/Eric,11.20,0,0,3,3,6,0,
04/07/2017,8,Jet Majesty,Davis/Dylan,12.00,0,0,1,1,3,0,
04/07/2017,8,Play Me a Memory,Lopez/Charles,15.20,0,2,2,3,3,1,
04/07/2017,8,Hot City Girl,Franco/Manuel,0.75,1,2,2,3,3,0,
04/07/2017,8,Absatootly,Cancel/Eric,5.60,0,2,2,3,5,1,
04/07/2017,8,Flatterywillgetyou,Velasquez/Cornelio,3.10,0,2,2,2,5,0,
04/07/2017,8,Jc's Shooting Star,Ortiz/Jr./Irad,9.50,0,0,2,4,7,1,
04/07/2017,9,Anna Liffey,Simpson/Trevor,108.50,0,0,0,1,1,0,
04/07/2017,9,Lynnie B,Carmouche/Kendrick,1.95,0,2,1,2,4,1,
04/07/2017,9,Judgement Free,Franco/Manuel,1.70,1,0,2,3,3,0,
04/07/2017,9,Catania Rose,Arroyo/Angel,32.50,0,0,3,3,5,0,
04/07/2017,9,Flatterfly,Ortiz/Jr./Irad,4.10,0,1,3,4,7,1,
04/07/2017,9,Miss Meadowbrook,Mendez/Kevin,52.00,0,0,1,2,4,0,
04/07/2017,9,Scatter Point,Diaz/Jr./Hector,4.10,0,0,1,2,4,0,
04/07/2017,9,Ben and Jiggy's,Montanez/Rosario,12.30,0,0,0,0,3,1,
04/07/2017,9,Anna Theresa,Reyes/Luis,59.50,0,0,1,2,2,0,
04/07/2017,9,Utopian Flag,Brown/Dalton,36.00,0,0,1,2,3,0,
04/07/2017,9,Empossebility,Davis/Dylan,72.50,0,0,1,1,3,0,
04/07/2017,9,Sassy Affair,Maragh/Rajiv,8.60,0,0,1,1,3,0,
04/08/2017,1,Mineralogy,Franco/Manuel,0.85,1,2,1,2,3,1,
04/08/2017,1,Myakka River,Castellano/Javier,3.40,0,0,2,2,2,0,
04/08/2017,1,Ollysilverexpress,Simpson/Trevor,110.00,0,0,0,1,1,0,
04/08/2017,1,Britain,Saez/Luis,4.80,0,-1,0,0,0,1,
04/08/2017,1,Romanologist,Luzzi/Michael,62.00,0,0,3,5,7,0,
04/08/2017,1,Seethisquick,Camacho/Jr./Samuel,13.90,0,1,0,1,2,0,
04/08/2017,1,Lucullan,Lopez/Paco,5.10,0,-1,1,1,1,1,
04/08/2017,2,Fearless Dragon,Carmouche/Kendrick,9.30,0,1,2,3,5,1,
04/08/2017,2,Pretentious,Velazquez/John,6.60,0,0,2,3,2,0,
04/08/2017,2,Conquest Expresso,Cancel/Eric,25.00,0,1,2,4,5,0,
04/08/2017,2,Nigel's Destiny,Maragh/Rajiv,2.20,0,1,1,1,2,1,
04/08/2017,2,Vincento,Ortiz/Jr./Irad,1.35,1,2,3,4,8,0,
04/08/2017,2,Brimstone,Castellano/Javier,4.20,0,0,2,3,3,1,
04/08/2017,3,Divine Interventio,Ortiz/Jr./Irad,1.60,1,2,2,4,8,1,
04/08/2017,3,May Be a Diamond,Franco/Manuel,13.20,0,1,1,3,4,0,
04/08/2017,3,Speightstown Time,Lopez/Paco,4.70,0,2,2,2,2,0,
04/08/2017,3,Moon Over a Beauty,Saez/Luis,10.30,0,0,1,1,1,1,
04/08/2017,3,Wild About Deb,Velazquez/John,1.95,0,0,1,3,3,0,
04/08/2017,3,Bancroft Hall,Castellano/Javier,6.00,0,2,2,3,3,1,
04/08/2017,4,Cerise's Prince,Davis/Dylan,5.20,0,0,1,1,3,0,
04/08/2017,4,Outplay,Velazquez/John,1.10,1,2,1,2,3,1,
04/08/2017,4,Our Cousin Dick,Maragh/Rajiv,8.40,0,0,2,2,3,1,
04/08/2017,4,Strong Side,Diaz/Jr./Hector,1.90,0,2,1,2,3,1,
04/08/2017,4,Archimedes,Lopez/Paco,12.80,0,1,2,3,3,0,
04/08/2017,4,Holland Road,Acosta/J.,26.25,0,0,2,3,5,0,
04/08/2017,5,Praetereo,Franco/Manuel,4.50,0,1,1,2,4,1,
04/08/2017,5,Marriage Fever,Davis/Dylan,15.60,0,2,0,1,3,1,
04/08/2017,5,Old Upstart,Arroyo/Angel,9.40,0,2,2,3,5,1,
04/08/2017,5,Tasunke Witco,Maragh/Rajiv,5.90,0,2,2,3,4,0,
04/08/2017,5,Paid Admission,Castellano/Javier,2.85,0,0,2,4,4,0,
04/08/2017,5,Ready Dancer,Luzzi/Michael,21.70,0,2,2,4,7,0,
04/08/2017,5,Indycott,Ortiz/Jr./Irad,1.45,1,2,2,4,8,0,
04/08/2017,6,Caledonian,Cancel/Eric,15.40,0,2,1,3,5,0,
04/08/2017,6,Theory,Velazquez/John,1.10,1,0,1,2,3,0,
04/08/2017,6,You're to Blame,Castellano/Javier,8.50,0,2,2,3,5,1,
04/08/2017,6,Miggsy,Ortiz/Jr./Irad,10.30,0,2,1,3,7,0,
04/08/2017,6,Even Thunder,Maragh/Rajiv,15.20,0,2,2,3,4,1,
04/08/2017,6,Long Haul Bay,Franco/Manuel,1.40,0,2,2,2,5,1,
04/08/2017,7,Formal Start,Camacho/Jr./Samuel,57.00,0,2,0,0,1,0,
04/08/2017,7,Voodoo Song,Maragh/Rajiv,17.90,0,1,2,3,4,0,
04/08/2017,7,Benevolence,Castellano/Javier,4.80,0,0,2,3,5,0,
04/08/2017,7,Royal Ekati,Lopez/Paco,7.80,0,2,1,3,3,0,
04/08/2017,7,T Loves a Fight,Carmouche/Kendrick,6.70,0,2,2,3,5,1,
04/08/2017,7,Ransom Note,Velasquez/Cornelio,13.40,0,2,1,2,5,0,
04/08/2017,7,Bourbon Empire,Ortiz/Jr./Irad,2.85,1,0,1,2,6,1,
04/08/2017,7,Fleet Irish,Franco/Manuel,6.70,0,1,2,3,6,0,
04/08/2017,7,Cause for Surprise,Arroyo/Angel,3.00,0,2,2,4,6,1,
04/08/2017,8,Send It In,Velazquez/John,1.05,1,2,1,2,4,1,
04/08/2017,8,Bellamy Way,Franco/Manuel,6.40,0,2,2,3,5,0,
04/08/2017,8,Admiral Blue,Maragh/Rajiv,10.00,0,1,1,3,4,0,
04/08/2017,8,Doyouknowsomething,Arroyo/Angel,3.30,0,2,2,4,7,1,
04/08/2017,8,Discreet Lover,Acosta/J.,86.50,0,1,1,2,4,0,
04/08/2017,8,Tu Brutus (CHI),Ortiz/Jr./Irad,9.90,0,2,1,2,6,1,
04/08/2017,8,Hereditary,Castellano/Javier,5.60,0,2,1,3,6,0,
04/08/2017,9,Green Gratto,DeCarlo/Christopher,54.00,0,0,3,2,2,1,
04/08/2017,9,All Star Red,Franco/Manuel,24.00,0,0,1,2,5,0,
04/08/2017,9,Tommy Macho,Saez/Luis,2.85,0,2,2,2,2,1,
04/08/2017,9,Sassicaia,Ortiz/Jr./Irad,21.40,0,1,2,3,7,0,
04/08/2017,9,Spartiatis,Maragh/Rajiv,10.00,0,2,1,2,4,0,
04/08/2017,9,Unified,Castellano/Javier,0.95,1,2,1,2,6,1,
04/08/2017,9,King Kranz,Carmouche/Kendrick,43.00,0,2,3,4,6,0,
04/08/2017,9,Ocean Knight,Lopez/Paco,7.30,0,1,0,2,3,0,
04/08/2017,9,Awesome Banner,Velazquez/John,10.40,0,1,2,2,5,0,
04/08/2017,10,Bonus Points,Saez/Luis,40.25,0,1,3,3,3,0,
04/08/2017,10,Cloud Computing,Ortiz/Jr./Irad,2.40,0,2,2,2,6,1,
04/08/2017,10,Irish War Cry,Maragh/Rajiv,3.50,0,0,0,1,4,1,
04/08/2017,10,True Timber,Lopez/Paco,21.00,0,1,0,1,3,0,
04/08/2017,10,Mo Town,Castellano/Javier,3.80,0,1,1,2,6,0,
04/08/2017,10,Stretch's Stone,Franco/Manuel,15.90,0,2,0,2,4,0,
04/08/2017,10,Battalion Runner,Velazquez/John,2.05,1,2,1,2,5,1,
04/08/2017,10,Glennrichment,Carmouche/Kendrick,53.75,0,2,2,3,5,0,
04/08/2017,11,Full House,Maragh/Rajiv,12.40,0,2,1,2,5,1,
04/08/2017,11,Rimanisempreforte,Saez/Luis,60.00,0,2,2,4,4,0,
04/08/2017,11,Yorkiepoo Princess,Ortiz/Jr./Irad,5.10,0,2,2,3,6,0,
04/08/2017,11,Aspen Hilltop,Franco/Manuel,24.75,0,0,0,1,3,0,
04/08/2017,11,North End,Castellano/Javier,1.90,0,2,1,2,5,0,
04/08/2017,11,Lockdown,Carmouche/Kendrick,7.20,0,2,1,3,5,1,
04/08/2017,11,Tiz Rae Anna,Montanez/Rosario,80.75,0,2,1,1,3,0,
04/08/2017,11,Miss Sky Warrior,Lopez/Paco,1.65,1,2,0,0,3,1,
04/08/2017,11,Stay Fond,Velazquez/John,18.00,0,2,2,3,5,0,
04/08/2017,12,Altesino,Maragh/Rajiv,3.90,0,2,2,2,5,1,
04/08/2017,12,Guick,Saez/Luis,6.80,0,2,1,3,4,0,
04/08/2017,12,Laundering,Carmouche/Kendrick,15.30,0,-1,1,3,6,0,
04/08/2017,12,Pirate's Treasure,Lopez/Paco,6.90,0,1,1,1,3,1,
04/08/2017,12,to Suit,Ortiz/Jr./Irad,4.10,0,-1,1,3,5,1,
04/08/2017,12,Luke,Castellano/Javier,2.00,1,-1,1,1,4,0,
04/08/2017,12,Uncle Tbone,Franco/Manuel,6.80,0,1,0,0,3,0,
04/08/2017,12,Carthon,Davis/Dylan,13.70,0,1,1,2,3,0,
04/08/2017,12,Patrick Frost,Velasquez/Cornelio,17.00,0,-1,0,2,5,0,
04/08/2017,12,Green,Davis/Jacqueline,33.00,0,-1,0,0,1,0,
04/09/2017,1,Station Chief,Chang/Tzeonn,50.25,0,0,0,0,0,0,
04/09/2017,1,Crowd Funding,Davis/Dylan,5.60,0,0,1,1,2,0,
04/09/2017,1,Driving Me Crazy,DeCarlo/Christopher,2.35,0,2,3,4,3,1,
04/09/2017,1,Playthatfunnymusic,Luzzi/Michael,2.25,1,2,1,3,6,1,
04/09/2017,1,Too Wild to Repent,Ortiz/Jr./Irad,3.30,0,1,2,3,5,1,
04/09/2017,1,Dark Roast,Diaz/Jr./Hector,4.30,0,1,1,2,3,0,
04/09/2017,2,Bear Clause,Reyes/Luis,11.10,0,1,0,2,2,1,
04/09/2017,2,Southern Gentleman,Diaz/Jr./Hector,3.65,0,2,1,2,3,0,
04/09/2017,2,Girollo,Montanez/Rosario,22.40,0,1,1,1,2,0,
04/09/2017,2,Spotty Zealous,Franco/Manuel,0.30,1,0,0,0,3,1,
04/09/2017,2,Honorable Jonas,Mendez/Kevin,14.40,0,1,1,2,3,1,
04/09/2017,2,Native George,Ayala/Addiel,33.00,0,0,1,1,2,0,
04/09/2017,3,Adulator,Maragh/Rajiv,2.05,0,0,3,3,6,1,
04/09/2017,3,Backsideofthemoon,Luzzi/Michael,13.20,0,1,1,3,6,1,
04/09/2017,3,Furyofthenorsemen,Arroyo/Angel,16.30,0,1,3,4,7,0,
04/09/2017,3,Jay's Way,Ortiz/Jr./Irad,1.90,0,2,2,3,6,1,
04/09/2017,3,Governor Malibu,Franco/Manuel,1.50,1,0,1,1,3,0,
04/09/2017,4,Tree Shaker,Mendez/Kevin,58.25,0,0,2,2,3,0,
04/09/2017,4,Mister Monolo,Montanez/Rosario,10.30,0,2,1,1,1,0,
04/09/2017,4,General Bellamy,Ortiz/Jr./Irad,1.85,1,1,3,4,6,1,
04/09/2017,4,No Tanx Blue Chip,Davis/Dylan,13.80,0,2,1,1,2,0,
04/09/2017,4,Big Al Parker,Acosta/J.,2.95,0,2,0,2,4,1,
04/09/2017,4,Try Flying,Velasquez/Cornelio,10.00,0,0,0,1,4,1,
04/09/2017,4,Saratoga Sight,Maragh/Rajiv,4.40,0,2,3,4,6,0,
04/09/2017,4,Storm the Shore,Diaz/Jr./Hector,6.00,0,1,1,1,3,0,
04/09/2017,5,Indulgent,Ortiz/Jr./Irad,2.80,0,2,3,4,7,1,
04/09/2017,5,Carrumba,Velazquez/John,2.20,1,2,1,2,4,0,
04/09/2017,5,Kelsocait,Franco/Manuel,15.00,0,2,1,1,3,0,
04/09/2017,5,Clipthecouponannie,Maragh/Rajiv,3.35,0,2,2,4,5,1,
04/09/2017,5,Highway Star,Arroyo/Angel,5.30,0,1,2,3,6,1,
04/09/2017,5,Tale for Ruby,Prado/Edgar,4.80,0,2,0,0,0,0,
04/09/2017,6,Zonic,Carmouche/Kendrick,8.50,0,2,1,2,5,1,
04/09/2017,6,One Mo Chance,Velasquez/Cornelio,2.75,1,1,1,1,4,0,
04/09/2017,6,My Boy Tate,Franco/Manuel,2.80,0,2,1,1,2,1,
04/09/2017,6,Incorporate,Maragh/Rajiv,23.80,0,1,2,4,6,0,
04/09/2017,6,Broken Engagement,Velazquez/John,3.00,0,2,1,2,4,0,
04/09/2017,6,Hoboe,Arroyo/Angel,80.00,0,0,2,4,7,0,
04/09/2017,6,Wondermeister,Davis/Dylan,38.50,0,0,0,1,2,0,
04/09/2017,6,Bartleby,Alvarado/Junior,11.40,0,0,1,2,5,0,
04/09/2017,6,Sicilia Mike,DeCarlo/Christopher,10.10,0,2,3,5,4,0,
04/09/2017,6,Blame the Thief,Lopez/Paco,14.70,0,0,2,2,4,1,
04/09/2017,7,Polar Jet,Camacho/Jr./Samuel,3.90,0,2,0,0,1,1,
04/09/2017,7,Italian Syndicate,Ortiz/Jr./Irad,1.25,1,0,3,5,8,1,
04/09/2017,7,Margarita Sunrise,Davis/Dylan,11.10,0,1,0,1,2,0,
04/09/2017,7,Valhalla,Franco/Manuel,2.50,0,2,1,2,2,1,
04/09/2017,7,Mischievous Dan,Carmouche/Kendrick,12.60,0,1,2,2,6,0,
04/09/2017,7,Ten Twenty Nine,Arroyo/Angel,8.40,0,2,1,3,7,0,
04/09/2017,8,Macagone,Carmouche/Kendrick,2.80,0,0,1,2,5,1,
04/09/2017,8,Catapult,Ortiz/Jr./Irad,1.10,1,1,3,5,8,1,
04/09/2017,8,Edge of Reality,Velasquez/Cornelio,48.75,0,0,1,1,3,0,
04/09/2017,8,Il Segreto (FR),Maragh/Rajiv,11.20,0,1,1,3,5,0,
04/09/2017,8,Eirigh,Velazquez/John,5.60,0,0,0,1,3,0,
04/09/2017,8,Cage Fighter,Lopez/Paco,7.70,0,0,3,3,5,1,
04/09/2017,8,Gold Shield,Franco/Manuel,10.20,0,2,2,3,3,0,
04/09/2017,9,Miss Sizzle,Carmouche/Kendrick,6.20,0,1,2,3,6,0,
04/09/2017,9,Wise,Acosta/J.,76.00,0,-1,1,2,5,1,
04/09/2017,9,of the Spa,Maragh/Rajiv,43.50,0,-1,1,2,5,0,
04/09/2017,9,My Girl Annie,Ortiz/Jr./Irad,1.40,1,1,3,5,8,0,
04/09/2017,9,Holiday Disguise,Velasquez/Cornelio,2.90,0,1,1,1,3,1,
04/09/2017,9,Driven by Speed,Velazquez/John,10.30,0,1,0,1,3,0,
04/09/2017,9,Might Be,Lopez/Paco,15.20,0,1,3,4,5,0,
04/09/2017,9,On a Budget,DeCarlo/Christopher,8.70,0,-1,2,4,5,1,
04/09/2017,9,Bug,Franco/Manuel,9.40,0,-1,2,2,3,0,
04/12/2017,1,Majestic Lassie,Franco/Manuel,6.80,0,2,1,2,3,0,
04/12/2017,1,Daring Prospect,Montanez/Rosario,6.30,0,1,0,1,1,1,
04/12/2017,1,Double Dose,Luzzi/Michael,0.90,1,2,2,3,7,1,
04/12/2017,1,Scarlet Goddess,Arroyo/Angel,2.25,0,2,1,2,6,1,
04/12/2017,1,Miss Swisher,Ortiz/Jr./Irad,8.60,0,2,2,4,8,0,
04/12/2017,2,Casigordo,Maragh/Rajiv,3.70,0,2,0,1,5,1,
04/12/2017,2,Quai Voltaire,Davis/Dylan,7.20,0,2,0,0,2,1,
04/12/2017,2,Light the Vow,DeCarlo/Christopher,1.45,1,2,2,4,5,0,
04/12/2017,2,Frozen Angel,Reyes/Luis,2.40,0,2,1,2,3,0,
04/12/2017,2,Fot,Franco/Manuel,10.80,0,-1,0,2,3,0,
04/12/2017,2,Hopper Dropper,Mendez/Kevin,11.80,0,1,1,2,3,1,
04/12/2017,3,Skyline Drive,Maragh/Rajiv,13.90,0,2,1,2,6,0,
04/12/2017,3,Parade,Davis/Dylan,14.20,0,-1,1,1,2,0,
04/12/2017,3,Silver Dollar Diva,Ortiz/Jr./Irad,1.15,1,2,1,3,7,1,
04/12/2017,3,Bogulator,Alvarado/Junior,2.35,0,2,1,2,4,1,
04/12/2017,3,Love Is Yare,Franco/Manuel,14.10,0,-1,0,1,3,0,
04/12/2017,3,Double Cast,Luzzi/Michael,49.75,0,0,3,3,8,0,
04/12/2017,3,China Rider,Carmouche/Kendrick,3.60,0,1,1,2,5,1,
04/12/2017,4,Lord Commander,Diaz/Jr./Hector,0.65,1,2,0,1,3,1,
04/12/2017,4,Mr. Canada,Mendez/Kevin,9.50,0,2,2,3,4,0,
04/12/2017,4,Erik the Red,Ortiz/Jr./Irad,3.45,0,0,1,3,8,1,
04/12/2017,4,Pass the Dice,Franco/Manuel,2.70,0,0,0,0,3,1,
04/12/2017,5,Branded Hand,Carmouche/Kendrick,13.00,0,1,2,3,5,0,
04/12/2017,5,Winter Springs (FR),Franco/Manuel,3.80,0,0,1,1,3,0,
04/12/2017,5,Nonna's Boy,Montanez/Rosario,4.80,0,2,1,2,2,0,
04/12/2017,5,Blue Pigeon,Mendez/Kevin,10.30,0,0,1,2,4,0,
04/12/2017,5,Chamois,Diaz/Jr./Hector,10.90,0,0,1,2,4,1,
04/12/2017,5,No Texting,Ortiz/Jr./Irad,2.60,1,2,2,3,8,1,
04/12/2017,5,Husband's Folly,Davis/Dylan,17.60,0,1,1,1,2,1,
04/12/2017,5,Instant Replay,Alvarado/Junior,15.90,0,1,1,2,4,0,
04/12/2017,5,Frogman Mel,Arroyo/Angel,6.40,0,0,1,2,6,0,
04/12/2017,5,Chunnel,Reyes/Luis,21.20,0,0,1,1,3,0,
04/12/2017,6,John's Island,Davis/Dylan,2.30,0,2,2,2,3,1,
04/12/2017,6,Readthebyline,Reyes/Luis,3.00,0,2,1,1,3,0,
04/12/2017,6,Groupthink,Ortiz/Jr./Irad,1.70,1,1,3,3,8,1,
04/12/2017,6,Onecats Chance,Franco/Manuel,4.00,0,0,1,1,3,0,
04/12/2017,6,Global Positioning,Ayala/Addiel,12.50,0,0,0,1,2,1,
04/12/2017,7,Myfourchix,Montanez/Rosario,4.50,0,2,1,1,2,1,
04/12/2017,7,Summer House,Velasquez/Cornelio,3.50,0,2,1,2,4,0,
04/12/2017,7,Malibu Princess,Ortiz/Jr./Irad,2.30,1,1,3,4,8,1,
04/12/2017,7,Ring Knocker,Arroyo/Angel,2.75,0,2,1,2,5,1,
04/12/2017,7,Da Wildcat Girl,Davis/Dylan,3.90,0,2,2,3,4,0,
04/12/2017,7,Milaya,Diaz/Jr./Hector,46.50,0,0,2,2,4,0,
04/12/2017,8,Stripes,Alvarado/Junior,8.00,0,-1,1,2,4,0,
04/12/2017,8,Outrageous Bet,Velasquez/Cornelio,1.35,1,1,1,2,3,0,
04/12/2017,8,Fun Guy,Cancel/Eric,8.10,0,1,1,2,5,1,
04/12/2017,8,Save the Tigers,Fragoso/Pablo,8.70,0,2,1,1,3,0,
04/12/2017,8,The Intern,Carmouche/Kendrick,5.20,0,0,1,2,4,0,
04/12/2017,8,Here Comes Michael,Ortiz/Jr./Irad,7.90,0,0,3,5,8,1,
04/12/2017,8,Dorees Giant Neal,Diaz/Jr./Hector,15.20,0,0,2,2,4,0,
04/12/2017,8,Wintry,Davis/Dylan,51.25,0,0,2,3,3,0,
04/12/2017,8,Kyanite,Arroyo/Angel,13.10,0,0,2,2,6,0,
04/12/2017,8,Royal Ridge,Franco/Manuel,44.50,0,0,1,1,3,1,
04/13/2017,1,Sammy Wonder Stone,Velasquez/Cornelio,3.75,0,2,1,1,2,1,
04/13/2017,1,Roman Revival,Garcia/Jomar,7.90,0,1,0,0,0,0,
04/13/2017,1,Baby Bear's Soup,Diaz/Jr./Hector,4.00,0,0,1,2,3,0,
04/13/2017,1,Timber,Arroyo/Angel,3.40,0,2,1,2,5,1,
04/13/2017,1,Portando,Carmouche/Kendrick,1.20,1,1,1,2,4,1,
04/13/2017,2,Ackeret,Luzzi/Michael,16.90,0,2,2,3,7,0,
04/13/2017,2,Mewannarose,Cancel/Eric,1.95,0,2,1,2,5,1,
04/13/2017,2,Risetotheoccasion,Diaz/Jr./Hector,1.30,1,2,0,2,3,1,
04/13/2017,2,Day of Fury,Reyes/Luis,6.40,0,0,0,1,3,1,
04/13/2017,2,Roll Tide Roll,Franco/Manuel,3.20,0,0,1,2,3,0,
04/13/2017,3,Lucky Long,Carmouche/Kendrick,14.30,0,2,1,2,5,1,
04/13/2017,3,Dance Queen,Alvarado/Junior,3.15,0,2,1,1,3,1,
04/13/2017,3,No Sweat,Velasquez/Cornelio,7.70,0,1,1,2,3,0,
04/13/2017,3,Sophie Germain,Franco/Manuel,0.30,1,2,1,2,2,1,
04/13/2017,3,Thirst for Truth,Arroyo/Angel,31.75,0,2,2,3,5,0,
04/13/2017,4,Cold Gone Hot,Velasquez/Cornelio,11.10,0,2,1,2,3,0,
04/13/2017,4,Toohottoevenspeak,Luzzi/Michael,2.25,0,2,1,3,6,1,
04/13/2017,4,The Hero Within,Montanez/Rosario,14.20,0,2,2,2,3,0,
04/13/2017,4,Proud Zip,Franco/Manuel,2.25,1,2,2,2,3,1,
04/13/2017,4,Full of Mine,Cancel/Eric,5.00,0,2,2,3,6,0,
04/13/2017,4,Monte Man,Carmouche/Kendrick,2.65,0,2,2,3,5,1,
04/13/2017,5,Questeq,Maragh/Rajiv,2.50,1,1,1,1,5,1,
04/13/2017,5,You Promise,Montanez/Rosario,34.75,0,1,1,2,3,0,
04/13/2017,5,Attrice,Davis/Dylan,13.90,0,-1,1,2,3,0,
04/13/2017,5,Empty House,Alvarado/Junior,2.85,0,2,1,2,4,1,
04/13/2017,5,Jacqueline D,Franco/Manuel,5.70,0,2,2,3,4,0,
04/13/2017,5,Giant Ending,Carmouche/Kendrick,4.40,0,2,3,3,6,0,
04/13/2017,5,Grande Beso,Arrieta/Francisco,35.50,0,1,0,0,0,0,
04/13/2017,5,Wish Upon,Cancel/Eric,19.60,0,0,2,2,6,0,
04/13/2017,5,Chorite,Arroyo/Angel,6.00,0,0,1,2,4,1,
04/13/2017,6,Bellelarama,Carmouche/Kendrick,4.50,0,1,2,3,5,0,
04/13/2017,6,Summer Sally,Alvarado/Junior,3.80,0,1,2,3,5,0,
04/13/2017,6,Spirit Lets Hearit,Diaz/Jr./Hector,3.60,0,1,1,2,4,1,
04/13/2017,6,Kissin Cassie,Davis/Dylan,7.30,0,2,0,2,3,0,
04/13/2017,6,On the Fringe,Velasquez/Cornelio,5.90,0,1,1,1,3,1,
04/13/2017,6,Clairvoyant Lady,Arroyo/Angel,2.05,1,2,2,3,5,1,
04/13/2017,7,Big Guy Ian,Montanez/Rosario,5.50,0,1,1,2,3,0,
04/13/2017,7,Eighty Three,Velasquez/Cornelio,1.60,0,2,1,2,4,1,
04/13/2017,7,Life in Shambles,Carmouche/Kendrick,2.80,0,1,1,3,5,1,
04/13/2017,7,Classy Class,Maragh/Rajiv,1.50,1,2,2,2,5,1,
04/13/2017,8,Celtic Serenade,Maragh/Rajiv,2.95,0,0,2,3,5,0,
04/13/2017,8,Pure Gemmz,Franco/Manuel,9.40,0,0,2,3,4,0,
04/13/2017,8,Pescara,Davis/Dylan,28.75,0,0,0,1,3,1,
04/13/2017,8,Eighth Commandment,Cancel/Eric,3.25,0,2,1,2,5,1,
04/13/2017,8,Hyde Park Express,Diaz/Jr./Hector,2.95,0,1,2,2,4,1,
04/13/2017,8,Sharp Lacey,Velasquez/Cornelio,2.35,1,0,2,3,4,0,
04/13/2017,8,Island Lady,Mendez/Kevin,40.50,0,-1,1,2,4,0,
04/14/2017,1,Banty's Girl,Carmouche/Kendrick,8.90,0,1,1,3,5,0,
04/14/2017,1,Audrique,Maragh/Rajiv,5.60,0,2,2,3,4,0,
